Sex;Provinces;Rates;Periodo;Total
Males;41 Sevilla;Employment rate;2021QI;50,67
Males;42 Soria;Activity rate;2023QIV;64,31
Males;42 Soria;Activity rate;2023QIII;59,7
Males;42 Soria;Activity rate;2023QII;59,26
Males;42 Soria;Activity rate;2023QI;59,09
Males;42 Soria;Activity rate;2022QIV;61,23
Males;42 Soria;Activity rate;2022QIII;65,18
Males;42 Soria;Activity rate;2022QII;64,62
Males;42 Soria;Activity rate;2022QI;64,59
Males;42 Soria;Activity rate;2021QIV;64,18
Males;42 Soria;Activity rate;2021QIII;66,16
Males;42 Soria;Activity rate;2021QII;65,17
Males;42 Soria;Activity rate;2021QI;59,42
Males;42 Soria;Unemployment rate;2023QIV;2,8
Males;42 Soria;Unemployment rate;2023QIII;4,58
Males;42 Soria;Unemployment rate;2023QII;6,43
Males;42 Soria;Unemployment rate;2023QI;7,6
Males;42 Soria;Unemployment rate;2022QIV;8,98
Males;42 Soria;Unemployment rate;2022QIII;6,2
Males;42 Soria;Unemployment rate;2022QII;6,64
Males;42 Soria;Unemployment rate;2022QI;6,5
Males;42 Soria;Unemployment rate;2021QIV;6,6
Males;42 Soria;Unemployment rate;2021QIII;5,29
Males;42 Soria;Unemployment rate;2021QII;12,43
Males;42 Soria;Unemployment rate;2021QI;8,78
Males;42 Soria;Employment rate;2023QIV;62,51
Males;42 Soria;Employment rate;2023QIII;56,96
Males;42 Soria;Employment rate;2023QII;55,45
Males;42 Soria;Employment rate;2023QI;54,6
Males;42 Soria;Employment rate;2022QIV;55,73
Males;42 Soria;Employment rate;2022QIII;61,14
Males;42 Soria;Employment rate;2022QII;60,33
Males;42 Soria;Employment rate;2022QI;60,39
Males;42 Soria;Employment rate;2021QIV;59,95
Males;42 Soria;Employment rate;2021QIII;62,67
Males;42 Soria;Employment rate;2021QII;57,07
Males;42 Soria;Employment rate;2021QI;54,2
Males;43 Tarragona;Activity rate;2023QIV;63,41
Males;43 Tarragona;Activity rate;2023QIII;65,43
Males;43 Tarragona;Activity rate;2023QII;63,24
Males;43 Tarragona;Activity rate;2023QI;62,8
Males;43 Tarragona;Activity rate;2022QIV;60,4
Males;43 Tarragona;Activity rate;2022QIII;62,05
Males;43 Tarragona;Activity rate;2022QII;62,03
Males;43 Tarragona;Activity rate;2022QI;60,48
Males;43 Tarragona;Activity rate;2021QIV;60,84
Males;43 Tarragona;Activity rate;2021QIII;64,51
Males;43 Tarragona;Activity rate;2021QII;63,91
Males;43 Tarragona;Activity rate;2021QI;64,81
Males;43 Tarragona;Unemployment rate;2023QIV;12,04
Males;43 Tarragona;Unemployment rate;2023QIII;8,63
Males;43 Tarragona;Unemployment rate;2023QII;7,63
Males;43 Tarragona;Unemployment rate;2023QI;11,36
Males;43 Tarragona;Unemployment rate;2022QIV;9,43
Males;43 Tarragona;Unemployment rate;2022QIII;9,59
Males;43 Tarragona;Unemployment rate;2022QII;10,08
Males;43 Tarragona;Unemployment rate;2022QI;12,18
Males;43 Tarragona;Unemployment rate;2021QIV;11,17
Males;43 Tarragona;Unemployment rate;2021QIII;10,96
Males;43 Tarragona;Unemployment rate;2021QII;11,07
Males;43 Tarragona;Unemployment rate;2021QI;13,94
Males;43 Tarragona;Employment rate;2023QIV;55,78
Males;43 Tarragona;Employment rate;2023QIII;59,79
Males;43 Tarragona;Employment rate;2023QII;58,42
Males;43 Tarragona;Employment rate;2023QI;55,66
Males;43 Tarragona;Employment rate;2022QIV;54,71
Males;43 Tarragona;Employment rate;2022QIII;56,1
Males;43 Tarragona;Employment rate;2022QII;55,77
Males;43 Tarragona;Employment rate;2022QI;53,11
Males;43 Tarragona;Employment rate;2021QIV;54,04
Males;43 Tarragona;Employment rate;2021QIII;57,44
Males;43 Tarragona;Employment rate;2021QII;56,83
Males;43 Tarragona;Employment rate;2021QI;55,77
Males;44 Teruel;Activity rate;2023QIV;60,29
Males;44 Teruel;Activity rate;2023QIII;61,44
Males;44 Teruel;Activity rate;2023QII;60,94
Males;44 Teruel;Activity rate;2023QI;56,16
Males;44 Teruel;Activity rate;2022QIV;56,54
Males;44 Teruel;Activity rate;2022QIII;60,09
Males;44 Teruel;Activity rate;2022QII;60,15
Males;44 Teruel;Activity rate;2022QI;61,69
Males;44 Teruel;Activity rate;2021QIV;59,71
Males;44 Teruel;Activity rate;2021QIII;61,44
Males;44 Teruel;Activity rate;2021QII;60,67
Males;44 Teruel;Activity rate;2021QI;58,34
Males;44 Teruel;Unemployment rate;2023QIV;8,99
Males;44 Teruel;Unemployment rate;2023QIII;3,6
Males;44 Teruel;Unemployment rate;2023QII;8,42
Males;44 Teruel;Unemployment rate;2023QI;8,8
Males;44 Teruel;Unemployment rate;2022QIV;5,73
Males;44 Teruel;Unemployment rate;2022QIII;5,15
Males;44 Teruel;Unemployment rate;2022QII;4,48
Males;44 Teruel;Unemployment rate;2022QI;7,81
Males;44 Teruel;Unemployment rate;2021QIV;5,2
Males;44 Teruel;Unemployment rate;2021QIII;5,8
Males;44 Teruel;Unemployment rate;2021QII;6,8
Males;44 Teruel;Unemployment rate;2021QI;9,02
Males;44 Teruel;Employment rate;2023QIV;54,88
Males;44 Teruel;Employment rate;2023QIII;59,23
Males;44 Teruel;Employment rate;2023QII;55,81
Males;44 Teruel;Employment rate;2023QI;51,22
Males;44 Teruel;Employment rate;2022QIV;53,3
Males;44 Teruel;Employment rate;2022QIII;57
Males;44 Teruel;Employment rate;2022QII;57,46
Males;44 Teruel;Employment rate;2022QI;56,87
Males;44 Teruel;Employment rate;2021QIV;56,61
Males;44 Teruel;Employment rate;2021QIII;57,88
Males;44 Teruel;Employment rate;2021QII;56,54
Males;44 Teruel;Employment rate;2021QI;53,08
Males;45 Toledo;Activity rate;2023QIV;65,56
Males;45 Toledo;Activity rate;2023QIII;67,3
Males;45 Toledo;Activity rate;2023QII;67,1
Males;45 Toledo;Activity rate;2023QI;66,72
Males;45 Toledo;Activity rate;2022QIV;67,61
Males;45 Toledo;Activity rate;2022QIII;67,94
Males;45 Toledo;Activity rate;2022QII;68,21
Males;45 Toledo;Activity rate;2022QI;67,48
Males;45 Toledo;Activity rate;2021QIV;68,74
Males;45 Toledo;Activity rate;2021QIII;69,72
Males;45 Toledo;Activity rate;2021QII;69,31
Males;45 Toledo;Activity rate;2021QI;66,3
Males;45 Toledo;Unemployment rate;2023QIV;8,97
Males;45 Toledo;Unemployment rate;2023QIII;8,17
Males;45 Toledo;Unemployment rate;2023QII;10,34
Males;45 Toledo;Unemployment rate;2023QI;12,11
Males;45 Toledo;Unemployment rate;2022QIV;10,87
Males;45 Toledo;Unemployment rate;2022QIII;10,42
Males;45 Toledo;Unemployment rate;2022QII;10,11
Males;45 Toledo;Unemployment rate;2022QI;9,52
Males;45 Toledo;Unemployment rate;2021QIV;9,16
Males;45 Toledo;Unemployment rate;2021QIII;13,63
Males;45 Toledo;Unemployment rate;2021QII;13,15
Males;45 Toledo;Unemployment rate;2021QI;10,92
Males;45 Toledo;Employment rate;2023QIV;59,68
Males;45 Toledo;Employment rate;2023QIII;61,8
Males;45 Toledo;Employment rate;2023QII;60,16
Males;45 Toledo;Employment rate;2023QI;58,64
Males;45 Toledo;Employment rate;2022QIV;60,26
Males;45 Toledo;Employment rate;2022QIII;60,85
Males;45 Toledo;Employment rate;2022QII;61,31
Males;45 Toledo;Employment rate;2022QI;61,05
Males;45 Toledo;Employment rate;2021QIV;62,45
Males;45 Toledo;Employment rate;2021QIII;60,22
Males;45 Toledo;Employment rate;2021QII;60,2
Males;45 Toledo;Employment rate;2021QI;59,06
Males;46 Valencia/València;Activity rate;2023QIV;65,18
Males;46 Valencia/València;Activity rate;2023QIII;66,33
Males;46 Valencia/València;Activity rate;2023QII;65,45
Males;46 Valencia/València;Activity rate;2023QI;65,59
Males;46 Valencia/València;Activity rate;2022QIV;65,43
Males;46 Valencia/València;Activity rate;2022QIII;65,41
Males;46 Valencia/València;Activity rate;2022QII;65,12
Males;46 Valencia/València;Activity rate;2022QI;63,72
Males;46 Valencia/València;Activity rate;2021QIV;63,92
Males;46 Valencia/València;Activity rate;2021QIII;64,99
Males;46 Valencia/València;Activity rate;2021QII;65,28
Males;46 Valencia/València;Activity rate;2021QI;62,3
Males;46 Valencia/València;Unemployment rate;2023QIV;11,29
Males;46 Valencia/València;Unemployment rate;2023QIII;9,38
Males;46 Valencia/València;Unemployment rate;2023QII;9,78
Males;46 Valencia/València;Unemployment rate;2023QI;9,6
Males;46 Valencia/València;Unemployment rate;2022QIV;10,03
Males;46 Valencia/València;Unemployment rate;2022QIII;10,69
Males;46 Valencia/València;Unemployment rate;2022QII;10,85
Males;46 Valencia/València;Unemployment rate;2022QI;9,62
Males;46 Valencia/València;Unemployment rate;2021QIV;11,59
Males;46 Valencia/València;Unemployment rate;2021QIII;13,33
Males;46 Valencia/València;Unemployment rate;2021QII;14,15
Males;46 Valencia/València;Unemployment rate;2021QI;13,26
Males;46 Valencia/València;Employment rate;2023QIV;57,82
Males;46 Valencia/València;Employment rate;2023QIII;60,1
Males;46 Valencia/València;Employment rate;2023QII;59,05
Males;46 Valencia/València;Employment rate;2023QI;59,3
Males;46 Valencia/València;Employment rate;2022QIV;58,86
Males;46 Valencia/València;Employment rate;2022QIII;58,42
Males;46 Valencia/València;Employment rate;2022QII;58,05
Males;46 Valencia/València;Employment rate;2022QI;57,59
Males;46 Valencia/València;Employment rate;2021QIV;56,52
Males;46 Valencia/València;Employment rate;2021QIII;56,33
Males;46 Valencia/València;Employment rate;2021QII;56,04
Males;46 Valencia/València;Employment rate;2021QI;54,04
Males;47 Valladolid;Activity rate;2023QIV;60,57
Males;47 Valladolid;Activity rate;2023QIII;62
Males;47 Valladolid;Activity rate;2023QII;61,47
Males;47 Valladolid;Activity rate;2023QI;61,01
Males;47 Valladolid;Activity rate;2022QIV;60,41
Males;47 Valladolid;Activity rate;2022QIII;59,83
Males;47 Valladolid;Activity rate;2022QII;60,14
Males;47 Valladolid;Activity rate;2022QI;59,91
Males;47 Valladolid;Activity rate;2021QIV;59,2
Males;47 Valladolid;Activity rate;2021QIII;59,53
Males;47 Valladolid;Activity rate;2021QII;60,9
Males;47 Valladolid;Activity rate;2021QI;62,55
Males;47 Valladolid;Unemployment rate;2023QIV;6,64
Males;47 Valladolid;Unemployment rate;2023QIII;6,49
Males;47 Valladolid;Unemployment rate;2023QII;7,26
Males;47 Valladolid;Unemployment rate;2023QI;8,21
Males;47 Valladolid;Unemployment rate;2022QIV;7,12
Males;47 Valladolid;Unemployment rate;2022QIII;5,91
Males;47 Valladolid;Unemployment rate;2022QII;7,93
Males;47 Valladolid;Unemployment rate;2022QI;8,26
Males;47 Valladolid;Unemployment rate;2021QIV;8,4
Males;47 Valladolid;Unemployment rate;2021QIII;7,12
Males;47 Valladolid;Unemployment rate;2021QII;10,19
Males;47 Valladolid;Unemployment rate;2021QI;11,6
Males;47 Valladolid;Employment rate;2023QIV;56,55
Males;47 Valladolid;Employment rate;2023QIII;57,98
Males;47 Valladolid;Employment rate;2023QII;57,01
Males;47 Valladolid;Employment rate;2023QI;56
Males;47 Valladolid;Employment rate;2022QIV;56,11
Males;47 Valladolid;Employment rate;2022QIII;56,3
Males;47 Valladolid;Employment rate;2022QII;55,37
Males;47 Valladolid;Employment rate;2022QI;54,96
Males;47 Valladolid;Employment rate;2021QIV;54,22
Males;47 Valladolid;Employment rate;2021QIII;55,29
Males;47 Valladolid;Employment rate;2021QII;54,7
Males;47 Valladolid;Employment rate;2021QI;55,29
Males;49 Zamora;Activity rate;2023QIV;59,58
Males;49 Zamora;Activity rate;2023QIII;58,27
Males;49 Zamora;Activity rate;2023QII;56,37
Males;49 Zamora;Activity rate;2023QI;55,09
Males;49 Zamora;Activity rate;2022QIV;54,56
Males;49 Zamora;Activity rate;2022QIII;54,67
Males;49 Zamora;Activity rate;2022QII;53,81
Males;49 Zamora;Activity rate;2022QI;54,89
Males;49 Zamora;Activity rate;2021QIV;55,41
Males;49 Zamora;Activity rate;2021QIII;56,86
Males;49 Zamora;Activity rate;2021QII;56,73
Males;49 Zamora;Activity rate;2021QI;55,02
Males;49 Zamora;Unemployment rate;2023QIV;14,73
Males;49 Zamora;Unemployment rate;2023QIII;11,75
Males;49 Zamora;Unemployment rate;2023QII;10,55
Males;49 Zamora;Unemployment rate;2023QI;12,53
Males;49 Zamora;Unemployment rate;2022QIV;11,92
Males;49 Zamora;Unemployment rate;2022QIII;9,07
Males;49 Zamora;Unemployment rate;2022QII;9,78
Males;49 Zamora;Unemployment rate;2022QI;12,28
Males;49 Zamora;Unemployment rate;2021QIV;7,67
Males;49 Zamora;Unemployment rate;2021QIII;8,41
Males;49 Zamora;Unemployment rate;2021QII;9,51
Males;49 Zamora;Unemployment rate;2021QI;9,36
Males;49 Zamora;Employment rate;2023QIV;50,8
Males;49 Zamora;Employment rate;2023QIII;51,42
Males;49 Zamora;Employment rate;2023QII;50,43
Males;49 Zamora;Employment rate;2023QI;48,19
Males;49 Zamora;Employment rate;2022QIV;48,06
Males;49 Zamora;Employment rate;2022QIII;49,72
Males;49 Zamora;Employment rate;2022QII;48,55
Males;49 Zamora;Employment rate;2022QI;48,15
Males;49 Zamora;Employment rate;2021QIV;51,16
Males;49 Zamora;Employment rate;2021QIII;52,08
Males;49 Zamora;Employment rate;2021QII;51,34
Males;49 Zamora;Employment rate;2021QI;49,87
Males;50 Zaragoza;Activity rate;2023QIV;63,49
Males;50 Zaragoza;Activity rate;2023QIII;63,49
Males;50 Zaragoza;Activity rate;2023QII;63,67
Males;50 Zaragoza;Activity rate;2023QI;63,44
Males;50 Zaragoza;Activity rate;2022QIV;64,91
Males;50 Zaragoza;Activity rate;2022QIII;64,48
Males;50 Zaragoza;Activity rate;2022QII;63,72
Males;50 Zaragoza;Activity rate;2022QI;64,75
Males;50 Zaragoza;Activity rate;2021QIV;63,84
Males;50 Zaragoza;Activity rate;2021QIII;64,19
Males;50 Zaragoza;Activity rate;2021QII;62,8
Males;50 Zaragoza;Activity rate;2021QI;63,97
Males;50 Zaragoza;Unemployment rate;2023QIV;4,6
Males;50 Zaragoza;Unemployment rate;2023QIII;7,24
Males;50 Zaragoza;Unemployment rate;2023QII;5,01
Males;50 Zaragoza;Unemployment rate;2023QI;6,35
Males;50 Zaragoza;Unemployment rate;2022QIV;7,67
Males;50 Zaragoza;Unemployment rate;2022QIII;6,91
Males;50 Zaragoza;Unemployment rate;2022QII;7,25
Males;50 Zaragoza;Unemployment rate;2022QI;9,72
Males;50 Zaragoza;Unemployment rate;2021QIV;9,21
Males;50 Zaragoza;Unemployment rate;2021QIII;8,74
Males;50 Zaragoza;Unemployment rate;2021QII;9,1
Males;50 Zaragoza;Unemployment rate;2021QI;10,49
Males;50 Zaragoza;Employment rate;2023QIV;60,57
Males;50 Zaragoza;Employment rate;2023QIII;58,9
Males;50 Zaragoza;Employment rate;2023QII;60,48
Males;50 Zaragoza;Employment rate;2023QI;59,41
Males;50 Zaragoza;Employment rate;2022QIV;59,93
Males;50 Zaragoza;Employment rate;2022QIII;60,03
Males;50 Zaragoza;Employment rate;2022QII;59,1
Males;50 Zaragoza;Employment rate;2022QI;58,46
Males;50 Zaragoza;Employment rate;2021QIV;57,96
Males;50 Zaragoza;Employment rate;2021QIII;58,58
Males;50 Zaragoza;Employment rate;2021QII;57,09
Males;50 Zaragoza;Employment rate;2021QI;57,25
Males;51 Ceuta;Activity rate;2023QIV;63,89
Males;51 Ceuta;Activity rate;2023QIII;67,62
Males;51 Ceuta;Activity rate;2023QII;65,63
Males;51 Ceuta;Activity rate;2023QI;67,29
Males;51 Ceuta;Activity rate;2022QIV;70,45
Males;51 Ceuta;Activity rate;2022QIII;72,3
Males;51 Ceuta;Activity rate;2022QII;69,46
Males;51 Ceuta;Activity rate;2022QI;68,48
Males;51 Ceuta;Activity rate;2021QIV;63,73
Males;51 Ceuta;Activity rate;2021QIII;61,9
Males;51 Ceuta;Activity rate;2021QII;61,39
Males;51 Ceuta;Activity rate;2021QI;59,14
Males;51 Ceuta;Unemployment rate;2023QIV;21,79
Males;51 Ceuta;Unemployment rate;2023QIII;21,07
Males;51 Ceuta;Unemployment rate;2023QII;20,38
Males;51 Ceuta;Unemployment rate;2023QI;20,51
Males;51 Ceuta;Unemployment rate;2022QIV;25,76
Males;51 Ceuta;Unemployment rate;2022QIII;28,2
Males;51 Ceuta;Unemployment rate;2022QII;18,33
Males;51 Ceuta;Unemployment rate;2022QI;23,03
Males;51 Ceuta;Unemployment rate;2021QIV;20,78
Males;51 Ceuta;Unemployment rate;2021QIII;21,68
Males;51 Ceuta;Unemployment rate;2021QII;19,14
Males;51 Ceuta;Unemployment rate;2021QI;25,96
Males;51 Ceuta;Employment rate;2023QIV;49,96
Males;51 Ceuta;Employment rate;2023QIII;53,37
Males;51 Ceuta;Employment rate;2023QII;52,25
Males;51 Ceuta;Employment rate;2023QI;53,49
Males;51 Ceuta;Employment rate;2022QIV;52,31
Males;51 Ceuta;Employment rate;2022QIII;51,91
Males;51 Ceuta;Employment rate;2022QII;56,73
Males;51 Ceuta;Employment rate;2022QI;52,71
Males;51 Ceuta;Employment rate;2021QIV;50,49
Males;51 Ceuta;Employment rate;2021QIII;48,48
Males;51 Ceuta;Employment rate;2021QII;49,64
Males;51 Ceuta;Employment rate;2021QI;43,78
Males;52 Melilla;Activity rate;2023QIV;63,61
Males;52 Melilla;Activity rate;2023QIII;63,8
Males;52 Melilla;Activity rate;2023QII;61,74
Males;52 Melilla;Activity rate;2023QI;62,16
Males;52 Melilla;Activity rate;2022QIV;63,4
Males;52 Melilla;Activity rate;2022QIII;68,21
Males;52 Melilla;Activity rate;2022QII;66,64
Males;52 Melilla;Activity rate;2022QI;69,17
Males;52 Melilla;Activity rate;2021QIV;67,25
Males;52 Melilla;Activity rate;2021QIII;70,91
Males;52 Melilla;Activity rate;2021QII;70,33
Males;52 Melilla;Activity rate;2021QI;68
Males;52 Melilla;Unemployment rate;2023QIV;26,73
Males;52 Melilla;Unemployment rate;2023QIII;20,27
Males;52 Melilla;Unemployment rate;2023QII;18,58
Males;52 Melilla;Unemployment rate;2023QI;26,68
Males;52 Melilla;Unemployment rate;2022QIV;15,59
Males;52 Melilla;Unemployment rate;2022QIII;16,92
Males;52 Melilla;Unemployment rate;2022QII;20,08
Males;52 Melilla;Unemployment rate;2022QI;18,23
Males;52 Melilla;Unemployment rate;2021QIV;19,36
Males;52 Melilla;Unemployment rate;2021QIII;15,44
Males;52 Melilla;Unemployment rate;2021QII;19,17
Males;52 Melilla;Unemployment rate;2021QI;18
Males;52 Melilla;Employment rate;2023QIV;46,61
Males;52 Melilla;Employment rate;2023QIII;50,87
Males;52 Melilla;Employment rate;2023QII;50,26
Males;52 Melilla;Employment rate;2023QI;45,58
Males;52 Melilla;Employment rate;2022QIV;53,52
Males;52 Melilla;Employment rate;2022QIII;56,67
Males;52 Melilla;Employment rate;2022QII;53,26
Males;52 Melilla;Employment rate;2022QI;56,56
Males;52 Melilla;Employment rate;2021QIV;54,23
Males;52 Melilla;Employment rate;2021QIII;59,96
Males;52 Melilla;Employment rate;2021QII;56,85
Males;52 Melilla;Employment rate;2021QI;55,75
Females;National Total;Activity rate;2023QIV;54,55
Females;National Total;Activity rate;2023QIII;54,7
Females;National Total;Activity rate;2023QII;54,29
Females;National Total;Activity rate;2023QI;54,18
Females;National Total;Activity rate;2022QIV;53,79
Females;National Total;Activity rate;2022QIII;53,84
Females;National Total;Activity rate;2022QII;53,97
Females;National Total;Activity rate;2022QI;53,75
Females;National Total;Activity rate;2021QIV;53,93
Females;National Total;Activity rate;2021QIII;54,25
Females;National Total;Activity rate;2021QII;53,83
Females;National Total;Activity rate;2021QI;52,91
Females;National Total;Unemployment rate;2023QIV;13,36
Females;National Total;Unemployment rate;2023QIII;13,59
Females;National Total;Unemployment rate;2023QII;13,16
Females;National Total;Unemployment rate;2023QI;15,13
Females;National Total;Unemployment rate;2022QIV;14,61
Females;National Total;Unemployment rate;2022QIII;14,84
Females;National Total;Unemployment rate;2022QII;14,15
Females;National Total;Unemployment rate;2022QI;15,44
Females;National Total;Unemployment rate;2021QIV;15,04
Females;National Total;Unemployment rate;2021QIII;16,36
Females;National Total;Unemployment rate;2021QII;17,36
Females;National Total;Unemployment rate;2021QI;18,13
Females;National Total;Employment rate;2023QIV;47,26
Females;National Total;Employment rate;2023QIII;47,27
Females;National Total;Employment rate;2023QII;47,15
Females;National Total;Employment rate;2023QI;45,99
Females;National Total;Employment rate;2022QIV;45,93
Females;National Total;Employment rate;2022QIII;45,85
Females;National Total;Employment rate;2022QII;46,34
Females;National Total;Employment rate;2022QI;45,44
Females;National Total;Employment rate;2021QIV;45,82
Females;National Total;Employment rate;2021QIII;45,38
Females;National Total;Employment rate;2021QII;44,49
Females;National Total;Employment rate;2021QI;43,32
Females;02 Albacete;Activity rate;2023QIV;52,6
Females;02 Albacete;Activity rate;2023QIII;51,64
Females;02 Albacete;Activity rate;2023QII;51,59
Females;02 Albacete;Activity rate;2023QI;51,8
Females;02 Albacete;Activity rate;2022QIV;50,08
Females;02 Albacete;Activity rate;2022QIII;49,74
Females;02 Albacete;Activity rate;2022QII;49,58
Females;02 Albacete;Activity rate;2022QI;49,93
Females;02 Albacete;Activity rate;2021QIV;47,31
